playerId,playerName,team,position,age,exp,bye,risk,points,vor,adp,auctionValue
2530747,Doug Baldwin,SEA,WR,29,6,6,3.440774214,242.2286306,60.91083672,18.45,30.85
2552475,Todd Gurley,LAR,RB,23,2,9,3.216817293,220.7151894,75.00718989,19.6667,36.4
497278,Dez Bryant,DAL,WR,29,7,6,4.000498495,231.7588013,50.44100743,19.7667,39.05
2533034,Lamar Miller,HOU,RB,26,5,7,5.110558733,209.4331931,63.72519362,21.55,28.95
2557997,Christian McCaffrey,CAR,RB,21,0,11,3.637599521,186.4130283,40.70502886,23.625,23.35
2552487,Amari Cooper,OAK,WR,23,2,10,3.580772453,229.8640386,48.54624476,23.8,32.2
2540165,DeAndre Hopkins,HOU,WR,25,4,7,2.89445992,225.552857,44.2350632,24.35,27.9
2550189,Isaiah Crowell,CLE,RB,24,3,9,3.215351608,195.4518966,49.74389713,24.4,23
497328,Demaryius Thomas,DEN,WR,30,7,5,3.036951843,223.7806487,42.46285487,25.825,24.25
2531332,Terrelle Pryor,WAS,WR,28,6,5,4.563223243,210.9321268,29.61433292,26.5,21.1
2533039,Alshon Jeffery,PHI,WR,27,5,10,4.047031043,215.1579199,33.8401261,29.25,22.05
2540258,Travis Kelce,KC,TE,28,4,10,2.414669959,211.8512955,49.45563271,30.55,18.4
2543743,Carlos Hyde,SF,RB,26,3,11,5.609060619,181.73015,36.02215054,30.65,19.25
2557991,Dalvin Cook,MIN,RB,22,0,9,3.88958696,186.9591958,41.25119634,32.475,17
2557976,Joe Mixon,CIN,RB,21,0,6,3.499989481,162.6466841,16.93868466,32.975,18.45
2495700,Greg Olsen,CAR,TE,32,10,11,2.483373167,207.3495214,44.95385861,35.2,14.3
2540160,Jordan Reed,WAS,TE,27,4,5,6.071087512,205.7499239,43.35426103,35.75,17.6
2556214,Tyreek Hill,KC,WR,23,1,10,3.537477272,207.6190199,26.30122609,36.5,10.65
2540154,Keenan Allen,LAC,WR,25,4,8,5.225410991,214.1853504,32.86755654,36.925,15
2552429,Ty Montgomery,GB,RB,24,2,8,3.549035221,194.7336978,49.02569837,38.35,12.8
2504775,Drew Brees,NO,QB,38,16,5,3.051265172,281.7546976,37.08040946,39.7333,20.85
2543509,Allen Robinson,JAC,WR,24,3,8,3.961549565,212.7865264,31.46873252,40.075,14.6
2543488,Jarvis Landry,MIA,WR,25,3,11,3.524505691,211.9698059,30.65201201,41.85,12.75
497236,Jimmy Graham,SEA,TE,31,7,6,3.469664208,191.5336633,29.13800051,41.85,8.7
2540269,C.J. Anderson,DEN,RB,26,4,5,5.088214971,176.9149816,31.20698214,42.15,11.75
497326,Golden Tate,DET,WR,29,7,7,2.907534065,224.1789595,42.86116564,42.5,12
2506106,Larry Fitzgerald,ARI,WR,34,13,8,3.215194348,224.6018334,43.28403954,44.3,12
2495466,Mark Ingram,NO,RB,28,6,5,4.325259513,197.8593648,52.15136533,44.75,9.3
2543457,Sammy Watkins,LAR,WR,24,3,9,7.978143383,192.5530201,11.23522626,44.875,11.35
71269,Michael Crabtree,OAK,WR,30,8,10,2.886744381,223.6071973,42.28940347,45.3333,15.9
2495328,Bilal Powell,NYJ,RB,29,6,11,4.105602851,194.1040552,48.39605569,45.4,12.45
310,Matt Ryan,ATL,QB,32,9,5,3.554991041,280.1431991,35.46891095,47.2333,14.55
497322,Emmanuel Sanders,DEN,WR,30,7,5,4.520633934,205.4308618,24.11306798,49.7,9.35
2507164,Adrian Peterson,NO,RB,32,10,5,4.004603672,136.6714459,-9.036553547,50.65,8.4
2543495,Davante Adams,GB,WR,25,3,8,3.85763775,211.0409656,29.7231718,52.5,10.75
2506404,Frank Gore,IND,RB,34,12,11,4.752395569,172.2792105,26.57121098,52.975,8
2495966,Delanie Walker,TEN,TE,33,11,8,5.601405409,165.8429346,3.447271774,53.05,5.6
2495455,Cam Newton,CAR,QB,28,6,11,4.544151204,255.1229297,10.44864161,54.925,8.1
